timestamp,date,open,high,low,close,volume
2021-02-01 09:15:00+05:30,2021-02-01 09:15:00+05:30,674.0,678.7,668.2,673.25,28067
2021-02-01 09:30:00+05:30,2021-02-01 09:30:00+05:30,673.25,683.0,670.05,677.75,22399
2021-02-01 09:45:00+05:30,2021-02-01 09:45:00+05:30,677.75,681.2,675.65,679.25,9042
2021-02-01 10:00:00+05:30,2021-02-01 10:00:00+05:30,679.25,681.05,677.0,678.45,5754
2021-02-01 10:15:00+05:30,2021-02-01 10:15:00+05:30,678.45,681.8,678.05,679.0,8163
2021-02-01 10:30:00+05:30,2021-02-01 10:30:00+05:30,679.05,679.6,675.55,678.45,5189
2021-02-01 10:45:00+05:30,2021-02-01 10:45:00+05:30,678.45,682.0,678.05,680.15,7561
2021-02-01 11:00:00+05:30,2021-02-01 11:00:00+05:30,680.15,681.5,677.6,679.3,7843
2021-02-01 11:15:00+05:30,2021-02-01 11:15:00+05:30,679.3,684.0,678.95,683.15,11351
2021-02-01 11:30:00+05:30,2021-02-01 11:30:00+05:30,683.15,683.45,679.95,681.25,5742
2021-02-01 11:45:00+05:30,2021-02-01 11:45:00+05:30,681.25,684.3,679.1,680.95,6235
2021-02-01 12:00:00+05:30,2021-02-01 12:00:00+05:30,680.95,682.85,678.7,679.0,12437
2021-02-01 12:15:00+05:30,2021-02-01 12:15:00+05:30,678.7,680.25,676.0,680.0,5668
2021-02-01 12:30:00+05:30,2021-02-01 12:30:00+05:30,680.0,680.4,676.0,676.0,4098
2021-02-01 12:45:00+05:30,2021-02-01 12:45:00+05:30,676.0,684.3,675.55,682.7,10864
2021-02-01 13:00:00+05:30,2021-02-01 13:00:00+05:30,682.7,683.9,676.0,679.4,11672
2021-02-01 13:15:00+05:30,2021-02-01 13:15:00+05:30,679.95,683.0,677.95,681.3,4144
2021-02-01 13:30:00+05:30,2021-02-01 13:30:00+05:30,681.3,681.5,677.0,677.75,10364
2021-02-01 13:45:00+05:30,2021-02-01 13:45:00+05:30,677.75,681.0,677.65,679.35,6922
2021-02-01 14:00:00+05:30,2021-02-01 14:00:00+05:30,679.35,682.0,677.6,677.8,7741
2021-02-01 14:15:00+05:30,2021-02-01 14:15:00+05:30,677.8,681.35,677.45,678.65,5757
2021-02-01 14:30:00+05:30,2021-02-01 14:30:00+05:30,678.65,683.0,678.65,681.35,7177
2021-02-01 14:45:00+05:30,2021-02-01 14:45:00+05:30,681.35,681.35,678.4,679.85,5733
2021-02-01 15:00:00+05:30,2021-02-01 15:00:00+05:30,679.15,680.0,679.0,679.75,12356
2021-02-01 15:15:00+05:30,2021-02-01 15:15:00+05:30,679.75,680.0,675.0,677.0,20188
2021-02-02 09:15:00+05:30,2021-02-02 09:15:00+05:30,684.85,692.9,683.1,691.7,27854
2021-02-02 09:30:00+05:30,2021-02-02 09:30:00+05:30,692.4,692.9,684.9,687.6,20218
2021-02-02 09:45:00+05:30,2021-02-02 09:45:00+05:30,686.85,689.9,685.1,685.35,13361
2021-02-02 10:00:00+05:30,2021-02-02 10:00:00+05:30,685.35,687.05,684.0,684.0,17686
2021-02-02 10:15:00+05:30,2021-02-02 10:15:00+05:30,684.0,685.0,682.2,682.2,9651
2021-02-02 10:30:00+05:30,2021-02-02 10:30:00+05:30,682.2,682.8,678.5,679.4,24126
2021-02-02 10:45:00+05:30,2021-02-02 10:45:00+05:30,679.4,682.5,678.5,680.65,7697
2021-02-02 11:00:00+05:30,2021-02-02 11:00:00+05:30,680.6,681.0,679.0,679.7,7976
2021-02-02 11:15:00+05:30,2021-02-02 11:15:00+05:30,679.5,680.9,679.1,679.25,5778
2021-02-02 11:30:00+05:30,2021-02-02 11:30:00+05:30,679.1,680.0,678.2,678.4,7676
2021-02-02 11:45:00+05:30,2021-02-02 11:45:00+05:30,678.65,679.4,677.1,678.15,14222
2021-02-02 12:00:00+05:30,2021-02-02 12:00:00+05:30,678.15,681.35,677.25,681.0,6003
2021-02-02 12:15:00+05:30,2021-02-02 12:15:00+05:30,681.0,682.4,680.4,681.0,3157
2021-02-02 12:30:00+05:30,2021-02-02 12:30:00+05:30,681.0,682.5,680.3,682.0,3791
2021-02-02 12:45:00+05:30,2021-02-02 12:45:00+05:30,682.0,685.0,680.8,683.5,11035
2021-02-02 13:00:00+05:30,2021-02-02 13:00:00+05:30,683.5,684.4,682.15,683.0,4282
2021-02-02 13:15:00+05:30,2021-02-02 13:15:00+05:30,683.0,683.9,680.75,681.5,3145
2021-02-02 13:30:00+05:30,2021-02-02 13:30:00+05:30,681.5,681.75,678.75,678.75,4525
2021-02-02 13:45:00+05:30,2021-02-02 13:45:00+05:30,678.75,680.9,675.55,678.9,26407
2021-02-02 14:00:00+05:30,2021-02-02 14:00:00+05:30,678.9,679.6,677.9,678.85,4917
2021-02-02 14:15:00+05:30,2021-02-02 14:15:00+05:30,678.85,680.5,678.5,679.9,6678
2021-02-02 14:30:00+05:30,2021-02-02 14:30:00+05:30,679.9,680.0,679.0,679.15,6174
2021-02-02 14:45:00+05:30,2021-02-02 14:45:00+05:30,679.15,679.7,678.05,679.15,5775
2021-02-02 15:00:00+05:30,2021-02-02 15:00:00+05:30,679.15,679.65,677.9,678.0,9642
2021-02-02 15:15:00+05:30,2021-02-02 15:15:00+05:30,678.0,679.0,677.0,679.0,19117
2021-02-03 09:15:00+05:30,2021-02-03 09:15:00+05:30,684.0,695.0,677.1,694.0,47768
2021-02-03 09:30:00+05:30,2021-02-03 09:30:00+05:30,694.0,694.55,688.0,690.3,34445
2021-02-03 09:45:00+05:30,2021-02-03 09:45:00+05:30,690.3,690.85,688.25,689.45,8622
2021-02-03 10:00:00+05:30,2021-02-03 10:00:00+05:30,689.45,690.25,685.3,688.0,12052
2021-02-03 10:15:00+05:30,2021-02-03 10:15:00+05:30,688.0,689.3,683.2,685.4,13450
2021-02-03 10:30:00+05:30,2021-02-03 10:30:00+05:30,685.4,687.0,684.05,685.35,12612
2021-02-03 10:45:00+05:30,2021-02-03 10:45:00+05:30,685.35,686.95,684.0,685.0,9035
2021-02-03 11:00:00+05:30,2021-02-03 11:00:00+05:30,685.0,687.0,685.0,686.8,5407
2021-02-03 11:15:00+05:30,2021-02-03 11:15:00+05:30,686.8,688.85,686.1,687.0,11243
2021-02-03 11:30:00+05:30,2021-02-03 11:30:00+05:30,687.0,687.9,685.5,686.6,7937
2021-02-03 11:45:00+05:30,2021-02-03 11:45:00+05:30,686.6,687.0,685.05,686.4,3176
2021-02-03 12:00:00+05:30,2021-02-03 12:00:00+05:30,686.4,690.6,685.5,690.0,14391
2021-02-03 12:15:00+05:30,2021-02-03 12:15:00+05:30,690.0,694.0,690.0,691.15,24826
2021-02-03 12:30:00+05:30,2021-02-03 12:30:00+05:30,691.15,692.35,690.4,691.0,3788
2021-02-03 12:45:00+05:30,2021-02-03 12:45:00+05:30,691.0,691.7,690.0,690.3,3534
2021-02-03 13:00:00+05:30,2021-02-03 13:00:00+05:30,690.3,692.0,688.4,689.5,12015
2021-02-03 13:15:00+05:30,2021-02-03 13:15:00+05:30,689.5,690.45,688.45,689.4,2659
2021-02-03 13:30:00+05:30,2021-02-03 13:30:00+05:30,689.4,690.0,688.55,690.0,3302
2021-02-03 13:45:00+05:30,2021-02-03 13:45:00+05:30,690.0,690.0,688.45,688.45,4956
2021-02-03 14:00:00+05:30,2021-02-03 14:00:00+05:30,688.45,689.8,687.0,687.6,4917
2021-02-03 14:15:00+05:30,2021-02-03 14:15:00+05:30,688.05,689.95,687.05,689.9,6206
2021-02-03 14:30:00+05:30,2021-02-03 14:30:00+05:30,689.9,689.9,686.75,687.9,6508
2021-02-03 14:45:00+05:30,2021-02-03 14:45:00+05:30,687.35,687.9,685.45,686.2,9596
2021-02-03 15:00:00+05:30,2021-02-03 15:00:00+05:30,686.2,687.5,685.3,686.45,9198
2021-02-03 15:15:00+05:30,2021-02-03 15:15:00+05:30,686.4,689.0,685.0,689.0,22947
2021-02-04 09:15:00+05:30,2021-02-04 09:15:00+05:30,686.8,693.7,684.6,686.6,32951
